"ASV","treatment","Est","pval","pval.holm","SE","t.val","sampletype","week"
"ASV326","Intercept",-2.84984308522783,0.212665886278336,0.979571118681712,1.65396013590461,-1.76243002864786,"feces","Week 2"
"ASV326","la",-0.126071223628631,0.54880732710326,1,2.33905285582075,-0.0849975738640768,"feces","Week 2"
"ASV326","lg",4.39148602261564,0.147651324399267,0.980003838210475,2.33905285582075,2.01504428773793,"feces","Week 2"
"ASV329","cdiff",-0.175358912492474,0.468189486501705,1,1.93852342625104,-0.0937706828667573,"feces","Week 2"
"ASV329","Intercept",-3.0083941612479,0.123615691179564,0.925438181761185,1.37074306019109,-2.30925519409448,"feces","Week 2"
"ASV329","la",0.0969735612073976,0.456629635490125,0.997080182002995,1.93852342625104,0.0488306280773679,"feces","Week 2"
"ASV329","lg",6.54941937358057,0.0154966665733946,0.685331701473914,1.93852342625104,3.64229761253692,"feces","Week 2"
"ASV33","cdiff",0.661756211112281,0.185740750976157,1,0.457304609846177,1.46096260291322,"feces","Week 2"
"ASV33","Intercept",7.87927660582742,2.41620548402601e-11,7.52341824261542e-09,0.3233631906901,24.5838360987297,"feces","Week 2"
"ASV33","la",0.451109989717997,0.361303001728936,1,0.457304609846177,0.992517817851923,"feces","Week 2"
"ASV33","lg",-2.53631974585294,0.000187775346169274,0.0493468598384073,0.457304609846177,-5.59383419279894,"feces","Week 2"
"ASV331","cdiff",-0.0922798502364075,0.489659808252962,1,2.24935580899386,-0.0741329036369016,"feces","Week 2"
"ASV331","Intercept",-3.03325642797679,0.16639059085192,0.958860976493342,1.59053474584091,-1.98633746974584,"feces","Week 2"
"ASV331","la",-0.000269786009650681,0.520809580198441,1,2.24935580899386,0.00787825142878082,"feces","Week 2"
"ASV331","lg",3.84647656762157,0.193151066223471,0.969288371743401,2.24935580899386,1.86382292879477,"feces","Week 2"
"ASV335","cdiff",-0.434380459962988,0.462013660518328,0.99428856318587,1.84454196420394,-0.289546265529506,"feces","Week 2"
"ASV335","Intercept",-2.59463128924163,0.170494819669242,0.957388259595774,1.30428813107176,-2.00991653961846,"feces","Week 2"
"ASV335","la",-0.422564410840126,0.481454253196072,0.99432531447494,1.84454196420394,-0.286596893867639,"feces","Week 2"
"ASV335","lg",5.94581092406728,0.0173739152212532,0.77213686542293,1.84454196420394,3.40438957003229,"feces","Week 2"
"ASV34","cdiff",-0.101084231576312,0.92769377946275,1,1.45795056285965,-0.0758099426830527,"feces","Week 2"
"ASV34","Intercept",7.75451465076875,0.000124625898981395,0.0268949514085227,1.03092672963281,8.21489950918084,"feces","Week 2"
"ASV34","la",-0.250039619436653,0.852259703998622,1,1.45795056285966,-0.18962460554051,"feces","Week 2"
"ASV34","lg",-4.83976777553862,0.00743952771822211,0.758783390065679,1.45795056285966,-3.48882988727087,"feces","Week 2"
"ASV340","cdiff",0.133172477967801,0.555781848899973,1,2.36114923032623,0.0725574408585706,"feces","Week 2"
"ASV340","Intercept",-3.09897400984032,0.159171893474533,0.969283873307543,1.66958463215708,-1.92199733579403,"feces","Week 2"
"ASV340","la",-0.0476856022552469,0.525112363225647,0.996938234972242,2.36114923032623,-0.00154929692929421,"feces","Week 2"
"ASV340","lg",0.726184332860215,0.548615126933676,1,2.36114923032623,0.349549009141237,"feces","Week 2"
"ASV341","cdiff",1.45285951714621,0.477392625895788,0.999051751794568,2.62780188090814,0.648405650434076,"feces","Week 2"
"ASV341","Intercept",-2.85374752075757,0.24634779939327,0.986013863324303,1.85813652960491,-1.58821632899548,"feces","Week 2"
"ASV341","la",-0.327893618340662,0.532860738439269,1,2.62780188090814,-0.109540069919163,"feces","Week 2"
"ASV341","lg",-0.473107690860211,0.552972712898751,1,2.62780188090814,-0.190430896490522,"feces","Week 2"
"ASV345","cdiff",-0.352668594281232,0.555180728847619,1,2.27724155455587,-0.15987958133429,"feces","Week 2"
"ASV345","Intercept",-2.58839153768435,0.227214989072404,0.980920775641164,1.61025294562626,-1.63822004872243,"feces","Week 2"
"ASV345","la",-0.553888411631009,0.516789261547523,0.99989769028044,2.27724155455588,-0.272918066510926,"feces","Week 2"
"ASV345","lg",0.480199098203299,0.589642676733765,1,2.27724155455588,0.220701507351301,"feces","Week 2"
"ASV348","cdiff",-0.056854209692548,0.495091747849529,1,2.34456887922925,-0.0538196071474834,"feces","Week 2"
"ASV348","Intercept",-2.86145329067836,0.218473030444586,0.974296477708957,1.65786055346195,-1.74963886084081,"feces","Week 2"
"ASV348","la",-0.182136436229517,0.523756959572795,0.999364076602848,2.34456887922925,-0.0876085920270954,"feces","Week 2"
"ASV348","lg",4.49503352641388,0.137880831746042,0.967082973041016,2.34456887922925,2.01270862976143,"feces","Week 2"
"ASV349","cdiff",-0.0727388347992523,0.464712744676587,1,2.11009458512465,-0.118651790702062,"feces","Week 2"
"ASV349","Intercept",-2.99930129138911,0.164942034004572,0.957276844115639,1.49206219008665,-2.02328705293543,"feces","Week 2"
"ASV349","la",0.0762505246899517,0.510620361810848,1,2.11009458512465,0.00732903264935342,"feces","Week 2"
"ASV349","lg",3.38564853117157,0.219424367058819,0.980447164139329,2.11009458512465,1.68113276832666,"feces","Week 2"
"ASV35","cdiff",-3.75398799228862,0.15863836524507,1,2.46286439759858,-1.55922055944612,"feces","Week 2"
"ASV35","Intercept",8.24550086308625,0.00132940228741737,0.23383635597284,1.74150811668488,4.97779884131557,"feces","Week 2"
"ASV35","la",-11.1449375973988,0.00189089652586623,0.316971026216252,2.46286439759858,-4.71443479433927,"feces","Week 2"
"ASV35","lg",-11.9025018067536,0.0013013893432298,0.214491194853245,2.46286439759858,-5.02691182491065,"feces","Week 2"
"ASV350","cdiff",1.49297329675678,0.495677687775751,1,2.61299919655148,0.623924071253732,"feces","Week 2"
"ASV350","Intercept",-2.87074558644128,0.251786735744264,0.991358976637891,1.84766945111655,-1.57952192027878,"feces","Week 2"
"ASV350","la",-0.238178906563934,0.525538614227399,1,2.61299919655148,-0.113124018318034,"feces","Week 2"
"ASV350","lg",0.660731470064698,0.560831941500044,1,2.61299919655148,0.297166004967971,"feces","Week 2"
"ASV351","cdiff",-0.133542768498456,0.514703300953487,0.999179297184971,2.35404099518398,-0.0448640076542438,"feces","Week 2"
"ASV351","Intercept",-2.81361803302518,0.232300236280456,0.951893363738875,1.66455835088572,-1.76964802489511,"feces","Week 2"
"ASV351","la",-0.165011121959499,0.474538431092802,0.992411736795114,2.35404099518398,-0.0871130618577861,"feces","Week 2"
"ASV351","lg",1.87212191420812,0.441530092391837,0.997385119674236,2.35404099518398,0.883190214361136,"feces","Week 2"
"ASV353","cdiff",-0.426773176128034,0.504009668155439,1,2.37428950691235,-0.182918018015344,"feces","Week 2"
